time_sec,time_nsec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1733338808,230231713,0,0,0,0,0,1e-11,1
1733338808,251430575,0,0,0,0,0,1e-11,1
1733338808,270077225,0,0,0,0,0,1e-11,1
1733338808,290400560,0,0,0,0,0,1e-11,1
1733338808,310802776,0,0,0,0,0,1e-11,1
1733338808,330028374,0,0,0,0,0,1e-11,1
1733338808,356000972,0,0,0,0,0,1e-11,1
1733338808,369995807,0,0,0,0,0,1e-11,1
1733338808,391575633,0,0,0,0,0,1e-11,1
1733338808,410012201,0,0,0,0,0,1e-11,1
1733338808,431470265,0,0,0,0,0,1e-11,1
1733338808,450181491,0,0,0,0,0,1e-11,1
1733338808,470080183,0,0,0,0,0,1e-11,1
1733338808,489988539,0,0,0,0,0,1e-11,1
1733338808,510821286,0,0,0,0,0,1e-11,1
1733338808,529983524,0,0,0,0,0,1e-11,1
1733338808,551111986,0,0,0,0,0,1e-11,1
1733338808,570034542,0,0,0,0,0,1e-11,1
1733338808,590125939,0,0,0,0,0,1e-11,1
1733338808,611681445,0,0,0,0,0,1e-11,1
1733338808,630737761,0,0,0,0,0,1e-11,1
1733338808,650459748,0,0,0,0,0,1e-11,1
1733338808,670442088,0,0,0,0,0,1e-11,1
1733338808,693970634,0,0,0,0,0,1e-11,1
1733338808,710041038,0,0,0,0,0,1e-11,1
1733338808,730064691,0,0,0,0,0,1e-11,1
1733338808,750006071,0,0,0,0,0,1e-11,1
1733338808,770301886,0,0,0,0,0,1e-11,1
1733338808,796755544,0,0,0,0,0,1e-11,1
1733338808,810017061,0,0,0,0,0,1e-11,1
1733338808,830185675,0,0,0,0,0,1e-11,1
1733338808,850045359,0,0,0,0,0,1e-11,1
1733338808,870201236,0,0,0,0,0,1e-11,1
1733338808,890637309,0,0,0,0,0,1e-11,1
1733338808,910687778,0,0,0,0,0,1e-11,1
1733338808,931121194,0,0,0,0,0,1e-11,1
1733338808,952011606,0,0,0,0,0,1e-11,1
1733338808,970875313,0,0,0,0,0,1e-11,1
1733338808,989938030,0,0,0,0,0,1e-11,1
1733338809,10013811,0,0,0,0,0,1e-11,1
